Course_number,Time1,Place
1122_562022,W56,A502[GF]
1122_562023,M34,A505[GF]
1122_562024,M56,A405[GF]
1122_562025,T12,A402[GF]
1122_562026,T56,A505[GF]
1122_562027,R34,A505[GF]
1122_562028,R56,A505[GF]
1122_562029,M56,A402[GF]
1122_562030,T12,A307[GF]
1122_562031,F34,NULL
1122_562032,F56,NULL
1122_562033,W34,A501[GF]
1122_562035,W12,A502[GF]
1122_562036,T34,A504[GF]
1122_562037,M12,A505[GF]
1122_562038,F56,A308[GF]
1122_562039,T34,A506[GF]
1122_562040,R56,A506[GF]
1122_562041,R12,A308[GF]
1122_562042,R34,A308[GF]
1122_562043,W56,A310[GF]
1122_562044,R12,A501[GF]
1122_562045,R56,A405[GF]
1122_562046,R78,A405[GF]
1122_562047,R34,A501[GF]
1122_562048,R56,A403[GF]
1122_562049,R34,HC101[GF]
1122_562050,W34,A504[GF]
1122_562051,W56,A506[GF]
1122_562052,W12,A505[GF]
1122_562053,F78,A502[GF]
1122_562054,F12,A506[GF]
1122_562055,F34,A506[GF]
1122_562056,R56,A504[GF]
1122_562057,R78,A504[GF]
1122_562058,T56,A506[GF]
1122_562059,F34,NULL
1122_562060,M34,A501[GF]
1122_562061,M56,A308[GF]
1122_562062,T12,A501[GF]
1122_562063,W12,A308[GF]
1122_562064,T56,A304[GF]
1122_562065,R12,A502[GF]
1122_562066,R78,A501[GF]
1122_562067,F12,A308[GF]
1122_562068,M56,A307[GF]
1122_562069,T56,A308[GF]
1122_562070,T78,A501[GF]
1122_562071,W12,A501[GF]
1122_562072,T12,A304[GF]
1122_562073,T34,A304[GF]
1122_562074,R56,A307[GF]
1122_562075,T78,A308[GF]
1122_562076,R56,A308[GF]
1122_562077,R78,A308[GF]
1122_562078,T56,A501[GF]
1122_562079,W34,A308[GF]
1122_562080,R56,A501[GF]
1122_562081,T34,A501[GF]
1122_562082,F34,A308[GF]
1122_562083,R34,A502[GF]
1122_562084,M34,A502[GF]
1122_562085,T34,A307[GF]
1122_562086,R78,A502[GF]
1122_562087,T56,A502[GF]
1122_562088,R56,A502[GF]
1122_562089,T78,A502[GF]
1122_562090,Mab,A501[GF]
1122_562091,W34,A405[GF]
1122_562092,T34,A308[GF]
1122_562093,T56,A405[GF]
1122_562094,W56,A405[GF]
1122_562095,T12,A502[GF]
1122_562096,T56,A307[GF]
1122_562097,F34,A405[GF]
1122_562098,T34,A502[GF]
1122_562099,F56,A405[GF]
1122_562100,M34,A307[GF]
1122_562101,M56,A502[GF]
1122_562102,F34,A501[GF]
1122_562103,M78,A502[GF]
1122_562104,F12,A505[GF]
1122_562105,F56,A502[GF]
1122_562106,Fab,NULL
1122_563000,F78,PE[GF]
1122_563001,F78,PE[GF]
1122_563002,M34,PE[GF]
1122_563003,M34,PE[GF]
1122_563004,M34,PE[GF]
1122_563005,M34,PE[GF]
1122_563006,W12,PE[GF]
1122_563007,W12,PE[GF]
1122_563008,W12,PE[GF]
1122_563009,W12,PE[GF]
1122_563010,R12,PE[GF]
1122_563011,R12,PE[GF]
1122_563012,R12,PE[GF]
1122_563013,M12,PE[GF]
1122_563014,M78,PE[GF]
1122_563015,M78,PE[GF]
1122_563016,F78,PE[GF]
1122_563017,R12,PE[GF]
1122_563018,M12,PE[GF]
1122_563019,M12,PE[GF]
1122_563020,M56,PE[GF]
1122_563021,F78,PE[GF]
1122_563022,R34,PE[GF]
1122_563023,R34,PE[GF]
1122_563024,R34,PE[GF]
1122_563025,M56,PE[GF]
1122_563026,W34,PE[GF]
1122_563027,W34,PE[GF]
1122_563028,R34,PE[GF]
1122_563029,F56,PE[GF]
1122_563030,F56,PE[GF]
1122_563031,T78,PE[GF]
1122_563032,T78,PE[GF]
1122_563033,T78,PE[GF]
1122_563034,T78,PE[GF]
1122_563035,T78,PE[GF]
1122_563036,T78,PE[GF]
1122_563037,T78,PE[GF]
1122_563038,T78,PE[GF]
1122_563039,T78,PE[GF]
1122_563040,T78,PE[GF]
1122_563041,T56,PE[GF]
1122_563042,T56,PE[GF]
1122_563043,T56,PE[GF]
1122_563045,T56,PE[GF]
1122_563046,T56,PE[GF]
1122_563047,T56,PE[GF]
1122_563048,T56,PE[GF]
1122_563049,T56,PE[GF]
1122_563050,F34,PE[GF]
1122_563051,F34,PE[GF]
1122_563052,F34,PE[GF]
1122_563053,F34,PE[GF]
1122_563054,F34,PE[GF]
1122_563055,F34,PE[GF]
1122_563056,F34,PE[GF]
1122_563057,F34,PE[GF]
1122_563058,F34,PE[GF]
1122_563059,F34,PE[GF]
1122_563060,F12,PE[GF]
1122_563061,F12,PE[GF]
1122_563062,F12,PE[GF]
1122_563063,F12,PE[GF]
1122_563064,F12,PE[GF]
1122_563065,F12,PE[GF]
1122_563066,F12,PE[GF]
1122_563067,F12,PE[GF]
1122_563068,M56,PE[GF]
1122_563069,M78,PE[GF]
1122_563070,T78,PE[GF]
1122_563071,R56,PE[GF]
1122_563072,R56,PE[GF]
1122_563073,R56,PE[GF]
1122_563074,R56,PE[GF]
1122_563075,R78,PE[GF]
1122_563076,F56,PE[GF]
1122_563077,F56,PE[GF]
1122_563078,R78,PE[GF]
1122_563079,R78,PE[GF]
1122_563080,F12,PE[GF]
1122_563081,W56,PE[GF]
1122_563082,R56,PE[GF]
1122_563083,W56,PE[GF]
1122_563084,R56,PE[GF]
1122_563085,W56,PE[GF]
1122_563086,R56,PE[GF]
1122_563087,W56,PE[GF]
1122_563088,R56,PE[GF]
1122_563089,W56,PE[GF]
1122_563090,T12,PE[GF]
1122_563091,T34,PE[GF]
1122_563092,T34,PE[GF]
1122_563093,W12,PE[GF]
1122_563094,W34,PE[GF]
1122_563095,W56,PE[GF]
1122_563096,R78,PE[GF]
1122_563097,F34,PE[GF]
1122_563098,F56,PE[GF]
1122_563099,F56,PE[GF]
1122_563100,F78,PE[GF]
1122_563101,R34,PE[GF]
1122_563102,Wz1,PE[GF]
1122_563117,R78,PE[GF]
1122_563118,Wab,PE[GF]
1122_563119,R78,PE[GF]
1122_563120,Wab,PE[GF]
1122_563121,M56,PE[GF]
1122_563122,M56,PhE[YM]
1122_563123,M78,PhE[YM]
1122_563124,F56,PhE[YM]
1122_563125,F78,PhE[YM]
1122_563126,M56,PhE[YM]
1122_563127,T78,PhE[YM]
1122_563128,M12,PhE[YM]
1122_563129,F12,PhE[YM]
1122_563130,T12,PhE[YM]
1122_563131,T78,PhE[YM]
1122_563132,M12,PhE[YM]
1122_563133,M12,PhE[YM]
1122_563134,M34,PhE[YM]
1122_563135,M34,PhE[YM]
1122_563136,M56,PhE[YM]
1122_563137,M78,PhE[YM]
1122_563138,M78,PhE[YM]
1122_563139,M78,PhE[YM]
1122_563140,M78,PhE[YM]
1122_563141,T12,PhE[YM]
1122_563142,T12,PhE[YM]
1122_563143,T34,PhE[YM]
1122_563144,T34,PhE[YM]
1122_563145,W12,PhE[YM]
1122_563146,W12,PhE[YM]
1122_563147,W56,PhE[YM]
1122_563148,W56,PhE[YM]
1122_563149,W78,PhE[YM]
1122_563150,W78,PhE[YM]
1122_563151,R12,PhE[YM]
1122_563152,R12,PhE[YM]
1122_563153,R34,PhE[YM]
1122_563154,R34,PhE[YM]
1122_563155,F34,PhE[YM]
1122_563156,F34,PhE[YM]
1122_563157,F56,PhE[YM]
1122_563158,F56,PhE[YM]
1122_563159,F78,PhE[YM]
1122_564000,T34,SA321[GF]
1122_564001,T34,SC106[GF]
1122_564002,T34,SC152[GF]
1122_564003,T34,SC201[GF]
1122_564004,T34,SC206[GF]
1122_564005,T34,SC204[GF]
1122_564006,T34,SC110[GF]
1122_564007,T34,SA320[GF]
1122_564008,T34,SC151[GF]
1122_564009,T34,SC109[GF]
1122_564011,M78,SA321[GF]
1122_564012,M78,SC106[GF]
1122_564013,M78,SC201[GF]
1122_564014,M78,SC207[GF]
1122_564015,M78,SC110[GF]
1122_564016,M78,SC109[GF]
1122_564017,M78,SC204[GF]
1122_564018,M78,SC152[GF]
1122_564019,M78,EE105[GF]
1122_564020,Mab,SA321[GF]
1122_564021,T34,A305[GF]
1122_564021,T34,SC207[GF]
1122_564022,Fn,SA214[GF]
1122_565000,M34,SA321[GF]
1122_565001,M34,SA320[GF]
1122_565002,M34,SC106[GF]
1122_565003,M34,SC001[GF]
1122_565004,M34,SA311[GF]
1122_565005,T78,SA321[GF]
1122_565006,T78,SA320[GF]
1122_565007,T78,SC106[GF]
1122_565008,T78,EC015[GF]
1122_565009,T78,SC001[GF]
1122_565010,T7,SC105[GF]
1122_565011,Fbc,SA321[GF]
1122_565012,Fbc,SC106[GF]
1122_565013,Fbc,SC109[GF]
1122_565014,Fbc,SC110[GF]
1122_565015,Fbc,SC152[GF]
1122_565016,Fbc,SC157[GF]
1122_565017,Fbc,SC158[GF]
1122_565018,Fbc,SC160[GF]
1122_565019,M567,SA014[GF]
1122_565020,M567,SA015[GF]
1122_565021,M234,SA014[GF]
1122_565022,T234,SA015[GF]
1122_565023,W234,SA014[GF]
1122_565024,W234,SA015[GF]
1122_565025,Wn56,SA014[GF]
1122_565026,Wn56,SA015[GF]
1122_565029,M34,SC162[GF]
1122_566000,T56,SC106[GF]
1122_566001,M12,SC109[GF]
1122_566002,T56,SC110[GF]
1122_566003,T56,SC151[GF]
1122_566004,T56,SC105[GF]
1122_566005,T56,SC109[GF]
1122_566006,M56,SC109[GF]
1122_566007,T234,SB119[GF]
1122_566008,W234,SB119[GF]
1122_566009,M567,SB119[GF]
1122_566010,R234,SB119[GF]
1122_567000,Wn56,SA320[GF]
1122_567001,Wn56,SC106[GF]
1122_567002,M9ab,NULL
1122_567003,R567,NULL
1122_567004,R567,NULL
1122_567005,T2,EE105[GF]
1122_567006,Wn56,SA321[GF]
1122_567007,R234,NULL
1122_571000,R9a,YK101[YM]
1122_571001,W9,NULL
1122_571002,Mn,ED202[GF]
1122_571003,Wabc,NULL
1122_574000,W234,CS
1122_574001,R234,CS
1122_574002,Tabc,CS105[GF]
1122_574003,R567,CS105[GF]
1122_574004,M34,CS105[GF]
1122_574005,R567,CS
1122_574006,R567,CS
1122_574007,M56,YL402[YM]
1122_574008,W56,YL402[YM]
1122_574009,T567,CS
1122_576001,W34n,A103[GF]
1122_576002,M567,NULL
1122_576003,F234,EE229[GF]
1122_576004,T56,EA101[GF]
1122_579000,M78,NULL
1122_579001,W34,A315[GF]
1122_579002,F34,A403[GF]
1122_579003,W34,NULL
1122_579004,W12,A403[GF]
1122_579005,R34,A402[GF]
1122_579006,T56,YL403[YM]
1122_579007,M34,A403[GF]
1122_579008,W56,YX202[YM]
1122_579009,T34,YL404[YM]
1122_579010,T34,NULL
1122_579011,W34,A403[GF]
1122_579012,W34,A402[GF]
1122_579013,T34,A407[GF]
1122_579014,T34,A402[GF]
1122_579015,W56,A403[GF]
1122_579016,R56,NULL
1122_579017,M56,A403[GF]
1122_579018,W56,A402[GF]
1122_579019,R34,A315[GF]
1122_579020,W56,A315[GF]
1122_579021,R78,A403[GF]
1122_579022,T12,A403[GF]
1122_579023,R34,A403[GF]
1122_579024,T34,A403[GF]
1122_579025,W34,YX202[YM]
1122_579026,M34,A402[GF]
1122_579027,M12,A403[GF]
1122_599000,F56,HA219[GF]
1122_599000,F56,YT305[YM]
1122_599001,M56,HA219[GF]
1122_599002,T56,HC104[GF]
1122_599003,W56,HA216[GF]
1122_599004,W56,HA208[GF]
1122_599005,W56,HA218[GF]
1122_599006,T78,HA108[GF]
1122_599007,T56,HA108[GF]
1122_599008,R12,HA219[GF]
1122_599009,R34,HA219[GF]
1122_599010,R56,HA219[GF]
1122_599011,T34,HA108[GF]
1122_599012,W34,HA109[GF]
1122_599013,M78,HA219[GF]
1122_599014,T34,HA217[GF]
1122_599015,W12,HA216[GF]
1122_599016,M5,HA218[GF]
1122_638000,W234,CM218[GR]
1122_638001,T234,CM218[GR]
1122_638002,M567,NULL
1122_638003,M567,NULL
1122_638004,F56,NULL
1122_638005,W1,NULL
1122_638006,Wy,NULL
1122_638007,Wy,NULL
1122_638008,Wz,NULL
1122_638009,W678,CM215[GR]
1122_638400,Tabc,NULL
1122_638401,W234,CM212[GR]
1122_638402,W678,CM212[GR]
1122_638403,R678,CM215[GR]
1122_638404,Mbc,CM212[GR]
1122_638405,Mabc,CM217[GR]
1122_638406,R234,CM217[GR]
1122_638407,R234,CM215[GR]
1122_638408,R678,CM214[GR]
1122_638500,M234,CM218[GR]
1122_638501,W567,CM214[GR]
1122_638502,R234,CM214[GR]
1122_638503,Wabc,CM216[GR]
1122_638504,Rabc,CM215[GR]
1122_638505,R234,CM216[GR]
1122_638506,F234,CM216[GR]
1122_638600,R678,CM217[GR]
1122_638601,F234,CM212[GR]
1122_638602,R678,CM216[GR]
1122_638603,Tabc,CM214[GR]
1122_639000,M234,CM216[GR]
1122_639001,M567,CM212[GR]
1122_639002,W234,CM216[GR]
1122_639003,W567,CM216[GR]
1122_639004,M234,CM212[GR]
1122_639005,F234,CM214[GR]
1122_639006,Fz1,NULL
1122_639007,F567,CM218[GR]
1122_639008,W234,CM214[GR]
1122_639100,T567,CM214[GR]
1122_639101,M567,CM214[GR]
1122_639102,T567,CM216[GR]
1122_639103,T234,CM212[GR]
1122_639103,R56,CM218[GR]
1122_639200,R234,CM212[GR]
1122_639200,R56,CM218[GR]
1122_639300,R23456,CM218[GR]
1122_648300,Fz1,NULL
1122_648301,F567,CM218[GR]
1122_910001,M34,NULL
1122_910002,W678,NULL
1122_910003,R234,NULL
1122_910004,R234,NULL
1122_910005,F234,NULL
1122_910006,Fbcd,NULL
1122_910007,T234,NULL
1122_910008,F234,NULL
1122_910009,Wabc,NULL
1122_910010,M678,NULL
1122_910011,M34,NULL
1122_910012,M678,NULL
1122_910013,R34,NULL
1122_910014,W678,NULL
1122_910015,T234,NULL
1122_910016,M678,NULL
1122_910017,T123,NULL
1122_910018,W346,NULL
1122_910019,R234,NULL
1122_910020,M12,NULL
1122_910021,M678,NULL
1122_910022,M678,NULL
1122_910023,M12,NULL
1122_910024,M678,NULL
1122_910025,W346,NULL
1122_910026,M34,NULL
1122_910027,T678,NULL
1122_910028,M678,NULL
1122_910029,Tabc,NULL
1122_910030,M678,NULL
1122_910031,W234,NULL
1122_910032,M12,NULL
1122_910033,T123,NULL
1122_910034,M678,NULL
1122_910035,M34,NULL
1122_910036,T678,NULL
1122_910037,M12,NULL
1122_910038,Wabc,NULL
1122_910039,W234,NULL
1122_910040,M12,NULL
1122_910041,M678,NULL
1122_910042,M678,NULL
1122_910043,T12,NULL
1122_910044,T678,NULL
1122_910045,M34,NULL
1122_910046,T678,NULL
1122_910047,M12,NULL
1122_910048,M9,NULL
1122_910049,M678,NULL
1122_910050,M678,NULL
1122_910051,M678,NULL
1122_910052,W678,NULL
1122_910053,Wabc,NULL
1122_910054,Tabc,NULL
1122_910055,T1,NULL
1122_910056,W12,NULL
1122_910057,W12,NULL
1122_910058,W12,NULL
1122_910059,R12,NULL
1122_910060,R12,NULL
1122_910061,R12,NULL
1122_910062,M34,NULL
1122_910063,M67,NULL
1122_910064,M67,NULL
1122_910065,T12,NULL
1122_910066,T12,NULL
1122_910067,T34,NULL
1122_910068,T34,NULL
1122_910069,T34,NULL
1122_910070,T67,NULL
1122_910071,T67,NULL
1122_910072,W34,NULL
1122_910073,W34,NULL
1122_910074,W34,NULL
1122_910075,W67,NULL
1122_910076,W67,NULL
1122_910077,R34,NULL
1122_910078,R34,NULL
1122_910079,R34,NULL
1122_910080,T12,NULL
1122_910081,R34,NULL
1122_910082,T67,NULL
1122_910083,R12,NULL
1122_910084,T34,NULL
1122_910085,R12,NULL
1122_910086,T678,NULL
1122_910087,M678,NULL
1122_910088,W234,NULL
1122_910089,T678,NULL
1122_910090,T678,NULL
1122_910091,W234,NULL
1122_910092,R234,NULL
1122_910093,M34,NULL
1122_910094,Mabc,NULL
1122_910095,T34,NULL
1122_910096,T678,NULL
1122_910097,W234,NULL
1122_910098,T9,NULL
1122_910099,F12,NULL
1122_910100,M67,NULL
1122_910101,T234,NULL
1122_910102,T67,NULL
1122_910103,W12,NULL
1122_910104,F234,NULL
1122_910105,F6,NULL
1122_910106,M678,NULL
1122_910107,T12,NULL
1122_910108,T34,NULL
1122_910109,W1,NULL
1122_910110,W234,NULL
1122_910111,F34,NULL
1122_910112,M678,NULL
1122_910113,T234,NULL
1122_910114,R12,NULL
1122_910115,F2,NULL
1122_910116,F34,NULL
1122_910117,M34,NULL
1122_910118,T234,NULL
1122_910119,T89,NULL
1122_910120,W34,NULL
1122_910121,R2,NULL
1122_910122,F234,NULL
1122_910123,M34,NULL
1122_910124,T1,NULL
1122_910125,T234,NULL
1122_910126,T678,NULL
1122_910127,R12,NULL
1122_910128,F34,NULL
1122_910129,Wab,NULL
1122_910130,M12,NULL
1122_910131,M9,NULL
1122_910132,M12,NULL
1122_910133,M12,NULL
1122_910134,M12,NULL
1122_910135,M12,NULL
1122_910136,M12,NULL
1122_910137,W678,NULL
1122_910138,Tabc,NULL
1122_910139,W234,NULL
1122_910140,Tabc,NULL
1122_910141,W678,NULL
1122_910142,M34,NULL
1122_910143,Mabc,NULL
1122_910144,Mabc,NULL
1122_910145,R234,NULL
1122_910146,M678,NULL
1122_910147,T678,NULL
1122_910148,T678,NULL
1122_910149,M678,NULL
1122_910150,M678,NULL
1122_910151,M678,NULL
1122_910152,M678,NULL
1122_910153,M678,NULL
1122_910154,M678,NULL
1122_910155,M678,NULL
1122_910156,W234,NULL
1122_910157,Wabc,NULL
1122_910158,W678,NULL
1122_910159,Mabc,NULL
1122_910160,M3,NULL
1122_910161,R12,NULL
1122_910162,M678,NULL
1122_910163,M678,NULL
1122_910164,M678,NULL
1122_910165,M678,NULL
1122_910166,M678,NULL
1122_910167,M678,NULL
1122_910168,M678,NULL
1122_910169,M678,NULL
1122_910170,Mabc,NULL
1122_910171,Wabc,NULL
1122_910172,T234,NULL
1122_910173,M12,NULL
1122_910174,M678,NULL
1122_910175,M678,NULL
1122_910176,M678,NULL
1122_910177,M678,NULL
1122_910178,M34,NULL
1122_910179,M34,NULL
1122_910180,W346,NULL
1122_910181,W789,NULL
1122_910182,M12,NULL
1122_910183,M34,NULL
1122_910184,M678,NULL
1122_910185,M678,NULL
1122_910186,M678,NULL
1122_910187,M678,NULL
1122_910188,M678,NULL
1122_910189,M9,NULL
1122_910190,M9,NULL
1122_910191,T6,NULL
1122_910192,T789,NULL
1122_910193,W12,NULL
1122_910194,W6,NULL
1122_910195,W6,NULL
1122_910196,W789,NULL
1122_910197,W789,NULL
1122_910198,W789,NULL
1122_910199,M12,NULL
1122_910200,M34,NULL
1122_910201,M34,NULL
1122_910202,Mab,NULL
1122_910203,T2,NULL
1122_910204,T789,NULL
1122_910205,T789,NULL
1122_910206,Tabc,NULL
1122_910207,W1,NULL
1122_910208,W678,NULL
1122_910209,F346,NULL
1122_910210,M12,NULL
1122_910211,M34,NULL
1122_910212,M8,NULL
1122_910213,T1,NULL
1122_910214,Wabc,NULL
1122_910215,Rbcd,NULL
1122_910216,M678,NULL
1122_910217,F234,NULL
1122_910218,M12,NULL
1122_910219,M678,NULL
1122_910220,W1,NULL
1122_910221,W234,NULL
1122_910222,M678,NULL
1122_910223,W678,NULL
1122_910224,R234,NULL
1122_910225,M12,NULL
1122_910226,M678,NULL
1122_910227,T89,NULL
1122_910228,W67,NULL
1122_910229,F12,NULL
1122_910230,T67,NULL
1122_910231,W678,NULL
1122_910232,W678,NULL
1122_910233,M678,NULL
1122_910234,R34,NULL
1122_910235,M678,NULL
1122_910236,W34,NULL
1122_910237,W67,NULL
1122_910238,T12,NULL
1122_910239,T678,NULL
1122_910240,M12,NULL
1122_910241,M34,NULL
1122_910242,M678,NULL
1122_910243,T234,NULL
1122_910244,W12,NULL
1122_910245,M12,NULL
1122_910246,M678,NULL
1122_910247,F234,NULL
1122_910248,M12,NULL
1122_910249,M678,NULL
1122_910250,Tabc,NULL
1122_910251,W234,NULL
1122_910252,T89,NULL
1122_910253,M6,NULL
1122_910254,M789,NULL
1122_910255,M12,NULL
1122_910256,W89,NULL
1122_910257,M34,NULL
1122_910258,M678,NULL
1122_910259,T234,NULL
1122_910260,M12,NULL
1122_910261,W234,NULL
1122_910262,W67,NULL
1122_910263,R234,NULL
1122_910264,F34,NULL
1122_910265,R234,NULL
1122_910266,F2,NULL
1122_910267,Mab,NULL
1122_910268,Tabc,NULL
1122_910269,Tabc,NULL
1122_910270,W678,NULL
1122_910271,M678,NULL
1122_910272,M34,NULL
1122_910273,F346,NULL
1122_910274,W678,NULL
1122_910275,Tabc,NULL
1122_910276,Mabc,NULL
1122_910277,T346,NULL
1122_910278,T346,NULL
1122_910279,W678,NULL
1122_910280,W234,NULL
1122_910281,F234,NULL
1122_910282,W678,NULL
1122_910283,T789,NULL
1122_910284,M678,NULL
1122_910285,M678,NULL
1122_910286,R12,NULL
1122_910287,W234,NULL
1122_910288,T678,NULL
1122_910289,M34,NULL
1122_910290,M678,NULL
1122_910291,M678,NULL
1122_910292,R234,NULL
1122_910293,T789,NULL
1122_910294,T346,NULL
1122_910295,R1,NULL
1122_910296,W234,NULL
1122_910297,M678,NULL
1122_910298,M678,NULL
1122_910299,R12,NULL
1122_910300,T678,NULL
1122_910301,M34,NULL
1122_910302,Tabc,NULL
1122_910303,M678,NULL
1122_910304,R1,NULL
1122_910305,R12,NULL
1122_910306,M678,NULL
1122_910307,F267,NULL
1122_910308,T9,NULL
1122_910309,T678,NULL
1122_910310,M678,NULL
1122_910311,T234,NULL
1122_910312,Tabc,NULL
1122_910313,Mabc,NULL
1122_910314,Wabc,NULL
1122_910315,T34,NULL
1122_910316,M678,NULL
1122_910317,M678,NULL
1122_910318,M678,NULL
1122_910319,M12,NULL
1122_910320,Wabc,NULL
1122_910321,Mabc,NULL
1122_910322,Mabc,NULL
1122_910323,M678,NULL
1122_910324,M678,NULL
1122_910325,M678,NULL
1122_910326,M34,NULL
1122_910327,M12,NULL
1122_910328,M678,NULL
1122_910329,M678,NULL
1122_910330,T89,NULL
1122_910331,W67,NULL
1122_910332,W678,NULL
1122_910333,T123,NULL
1122_910334,T234,NULL
1122_910335,W678,NULL
1122_910336,M12,NULL
1122_910337,R234,NULL
1122_910338,W678,NULL
1122_910339,F234,NULL
1122_910340,W12,NULL
1122_910341,W1,NULL
1122_910342,W34,NULL
1122_910343,M34,NULL
1122_910344,M678,NULL
1122_910345,W12,NULL
1122_910346,M12,NULL
1122_910347,M12,NULL
1122_910348,W12,NULL
1122_910349,M89,NULL
1122_910350,W34,NULL
1122_910351,W34,NULL
1122_910353,F12,NULL
1122_910354,F34,NULL
1122_910355,W12,NULL
1122_910356,W34,NULL
1122_910357,M34,NULL
1122_910358,T89,NULL
1122_910359,R34,NULL
1122_910360,W34,NULL
1122_910361,W67,NULL
1122_910362,W89,NULL
1122_910363,W67,NULL
1122_910364,W89,NULL
1122_910365,F67,NULL
1122_910366,W67,NULL
1122_910367,W34,NULL
1122_910368,T12,NULL
1122_910369,R34,NULL
1122_910370,F12,NULL
1122_910371,W34,NULL
1122_910372,T67,NULL
1122_910373,T89,NULL
1122_910374,T12,NULL
1122_910375,T34,NULL
1122_910376,M34,NULL
1122_910377,R12,NULL
1122_910378,R34,NULL
1122_910379,W67,NULL
1122_910380,M34,NULL
1122_910381,F12,NULL
1122_910382,F34,NULL
1122_910383,R12,NULL
1122_910384,R34,NULL
1122_910385,T67,NULL
1122_910386,T89,NULL
1122_910387,T1,NULL
1122_910388,W12,NULL
1122_910389,T234,NULL
1122_910390,W234,NULL
1122_910391,Wabc,NULL
1122_910392,F34,NULL
1122_910393,F34,NULL
1122_910394,F34,NULL
1122_910395,F34,NULL
1122_910396,T89,NULL
1122_910397,W89,NULL
1122_910398,F12,NULL
1122_910399,T34,NULL
1122_910400,T12,NULL
1122_910401,T67,NULL
1122_910402,T12,NULL
1122_910403,R12,NULL
1122_910404,M34,NULL
1122_910405,M67,NULL
1122_910406,T67,NULL
1122_910407,F67,NULL
1122_910408,R34,NULL
1122_910409,R34,NULL
1122_910410,R34,NULL
1122_910411,R34,NULL
1122_910412,T1,NULL
1122_910413,F2,NULL
1122_910414,T1,NULL
1122_910415,T1,NULL
1122_910416,T1,NULL
1122_910417,M12,NULL
1122_910418,M12,NULL
1122_910419,M12,NULL
1122_910420,M12,NULL
1122_910421,M12,NULL
1122_910422,M12,NULL
1122_910423,M12,NULL
1122_910424,M12,NULL
1122_910425,M12,NULL
1122_910426,M12,NULL
1122_910427,M12,NULL
1122_910428,M12,NULL
1122_910429,M3,NULL
1122_960000,W34,A104[GF]
1122_960001,W56,A104[GF]
1122_960002,R34,A104[GF]
1122_960003,R56,A104[GF]
1122_960004,T34,A104[GF]
1122_960005,T56,A104[GF]
1122_960006,F34,A104[GF]
1122_960007,F56,A104[GF]
1122_960008,M34,A104[GF]
1122_960009,M78,YX501[YM]
1122_960010,F12,YX501[YM]
1122_960011,T78,YX503[YM]
1122_960012,W12,YX501[YM]
1122_960013,W78,YX501[YM]
1122_030001,R56,NULL
1122_030002,F34,NULL
1122_030004,W34,NULL
1122_110039,T12345678,YT001[YM]
1122_110040,T12345678,YEC109[YM]
1122_110041,T12345678,YT001[YM]
1122_110042,T12345678,YT001[YM]
1122_110043,T12345678,YT001[YM]
1122_110044,T12345678,YT001[YM]
1122_110045,T12345678,YT001[YM]
1122_110046,R5678,YED214[YM]
1122_110047,T12345678,YT001[YM]
1122_110048,T12345678,YT001[YM]
1122_110203,T1234,YT002[YM]
1122_110204,T1234,YT002[YM]
1122_110205,T1234,YT002[YM]
1122_110206,T1234,YT002[YM]
1122_110207,T1234,YT002[YM]
1122_110208,T1234,YT002[YM]
1122_110209,T1234,YT002[YM]
1122_110210,T1234,YT002[YM]
1122_110211,T1234,YT002[YM]
1122_110212,T1234,YT002[YM]
1122_110213,T1234,YT002[YM]
1122_111500,W12,YD105[YM]
1122_111516,F1234,YD210[YM]
1122_111517,F12345678,YD210[YM]
1122_111523,F1234,YD210[YM]
1122_111524,F12345678,YD210[YM]
1122_111802,T1234n5678,YN414[YM]
1122_111805,T1234n5678,YN418[YM]
1122_111806,T12345678,NULL
1122_111810,T12345678,NULL
1122_111812,T12345678,NULL
1122_111816,Wab,YN416[YM]
1122_111905,T1234n5678,NULL
1122_111906,T1234n5678,NULL
1122_111908,T1234n5678,NULL
1122_112006,R3,YB229[YM]
1122_112013,R34,YX406[YM]
1122_112252,Ud,NULL
1122_112900,R34,YX216[YM]
1122_112901,F1,YT003[YM]
1122_113100,T1234,YT002[YM]
1122_113201,F5678,ED101[GF]
1122_113201,F5678,YX216[YM]
1122_130000,Wn,YED214[YM]
1122_130105,R5678,YX406[YM]
1122_130117,F345678,YED214[YM]
1122_130400,R234,YED109[YM]
1122_130413,R1,YEA100[YM]
1122_131411,T1234,NULL
1122_131412,T1234,NULL
1122_131415,T5678,NULL
1122_131416,W12345678,NULL
1122_131417,T1234,NULL
1122_131707,R1234,NULL
1122_132003,W56,YK533[YM]
1122_132009,T12n,NULL
1122_132617,Ra,YK436[YM]
1122_150215,S5678,YN414[YM]
1122_410000,R34,SB210[GF]
1122_410003,F78,CS
1122_410011,W34,BI303[BA]
1122_510000,R2,AB101[GF]
1122_510001,R2,AB102[GF]
1122_515000,F2,ED203[GF]
1122_515001,F2,EDB01[GF]
1122_515002,F2,ED301[GF]
1122_515003,F2,EDB26[GF]
1122_515004,F2,EE207[GF]
1122_515006,R7,ED303[GF]
1122_515007,R7,EE207[GF]
1122_515008,R7,ED116[GF]
1122_515009,R7,ED203[GF]
1122_515010,R7,ED101[GF]
1122_515012,W2,ED103[GF]
1122_515013,W2,EE623[GF]
1122_515014,W2,ED303[GF]
1122_515015,W2,ED203[GF]
1122_515016,W2,ED116[GF]
