Course_number,Time1,Place
1122_516807,M12,SC159[GF]
1122_516808,Mn567,SB219[GF]
1122_516809,M89ab,SB219[GF]
1122_516810,F56,NULL
1122_516811,T34,SB211[GF]
1122_516812,Rn567,SB219[GF]
1122_516813,R89ab,SB219[GF]
1122_516814,F34,SB211[GF]
1122_516815,F34,SB202[GF]
1122_516816,M34,SC159[GF]
1122_516817,M56,SB202[GF]
1122_516818,T567,SB203[GF]
1122_516819,M34,SB203[GF]
1122_516820,W34,SB201[GF]
1122_516821,S234,NULL
1122_516822,R56,SB201[GF]
1122_517000,W234,M101[GF]
1122_517001,W234,M
1122_517003,M567,M
1122_517004,M567,M101[GF]
1122_517005,M567,M205[GF]
1122_517006,T567,M
1122_517007,T567,MB210[GF]
1122_517008,T567,MB415[GF]
1122_517009,R567,AB103[GF]
1122_517010,R567,MB520[GF]
1122_517011,R567,A316[GF]
1122_517012,M234,AB101[GF]
1122_517013,M234,M205[GF]
1122_517015,T234,MB520[GF]
1122_517016,T234,AB101[GF]
1122_517017,T234,A309[GF]
1122_517018,T567,M
1122_517019,T567,M205[GF]
1122_517020,T567,A316[GF]
1122_517150,W567,A703B[GF]
1122_517200,M234,AB103[GF]
1122_517200,M89,A901[GF]
1122_517201,R8,A901[GF]
1122_517202,W78,A901[GF]
1122_517203,R234,A901[GF]
1122_517204,M789,A905[GF]
1122_517205,T234,A901[GF]
1122_517206,F34,A904[GF]
1122_517207,Fab,A904[GF]
1122_517300,W234,M205[GF]
1122_517301,T567,M301[GF]
1122_517303,W78,A309[GF]
1122_517304,Wabc,M301[GF]
1122_517305,M789,M301[GF]
1122_517306,W34n,M105[GF]
1122_517400,W78,MB520[GF]
1122_517401,R567,MB506[GF]
1122_517402,W56,MB520[GF]
1122_517402,W7,MB415[GF]
1122_517403,R567,MB405[GF]
1122_517404,R234,MB415[GF]
1122_517407,M789,MB405[GF]
1122_517408,M789,MB415[GF]
1122_517409,F234,MB405[GF]
1122_517410,F567,MB405[GF]
1122_517500,W234,MB312[GF]
1122_517501,W234,MB415[GF]
1122_517502,R567,M
1122_517503,W56,M
1122_517504,W78,M
1122_517505,M9ab,MB312[GF]
1122_517506,R234,M101[GF]
1122_517507,T234,M101[GF]
1122_517508,T234,M
1122_517510,R234,M102[GF]
1122_517511,W234,M
1122_517512,R567,M
1122_517513,R234,M
1122_517514,W56,M
1122_519500,F56,A509[GF]
1122_519505,W78,NULL
1122_519506,R567,A509[GF]
1122_519507,F34,A509[GF]
1122_519510,W56,A509[GF]
1122_519514,T34n,NULL
1122_519515,W34n,NULL
1122_520000,F234,NULL
1122_520001,W789,SC151[GF]
1122_520002,W234,SC110[GF]
1122_520003,M234,SC105[GF]
1122_520004,Rabc,NULL
1122_520005,T234,SC105[GF]
1122_520006,R34n,SC151[GF]
1122_520007,M234,SC110[GF]
1122_520008,F234,SC152[GF]
1122_520009,Wabc,NULL
1122_530000,M34,NULL
1122_530001,R34,A506[GF]
1122_530002,W34,A506[GF]
1122_530003,W56,A505[GF]
1122_530004,F34,NULL
1122_530006,T34,A505[GF]
1122_534000,R234,CS105[GF]
1122_534001,W234,HA219[GF]
1122_534002,T234,HA216[GF]
1122_534003,R567,HA220[GF]
1122_534004,T567,HA220[GF]
1122_534005,T567,HA219[GF]
1122_534006,R567,HA216[GF]
1122_534007,F2,HA216[GF]
1122_534008,Ma,HA217[GF]
1122_534009,Fa,HA217[GF]
1122_534010,M56,HA217[GF]
1122_534011,F234,HA219[GF]
1122_534012,T234,HA219[GF]
1122_534013,R34,HA218[GF]
1122_534014,T34,HA218[GF]
1122_534015,M34,HA218[GF]
1122_534016,W34,HA218[GF]
1122_534017,W567,HA217[GF]
1122_534018,R56,HA218[GF]
1122_534019,T56,HA218[GF]
1122_534020,T34,HA315[GF]
1122_534100,T234,HC404[GF]
1122_534101,F234,HC404[GF]
1122_534102,T8,NULL
1122_534103,W234,F203[GF]
1122_534104,R234,HC402[GF]
1122_534105,W234,HC402[GF]
1122_534106,R234,HC401[GF]
1122_534107,M567,HC404[GF]
1122_534108,R567,HC404[GF]
1122_534109,M234,F322[GF]
1122_534200,R567,HC301[GF]
1122_534201,T234,HC301[GF]
1122_534202,T567,HC301[GF]
1122_534203,W567,HC301[GF]
1122_534203,W567,NULL
1122_534300,M34n,F109[GF]
1122_534301,M567,F216[GF]
1122_534302,T567,F216[GF]
1122_534303,T234,F204[GF]
1122_534304,Tn,F204[GF]
1122_534305,W678,F204[GF]
1122_534306,R234,F204[GF]
1122_534307,R567,F216[GF]
1122_534308,R567,F109[GF]
1122_534309,F234,F204[GF]
1122_534310,F567,F204[GF]
1122_534401,Mabc,HA315[GF]
1122_534402,T567,HA325[GF]
1122_534403,T567,FB13[GF]
1122_534404,W234,HA315[GF]
1122_534405,W6,HA315[GF]
1122_534407,W9ab,EA106[GF]
1122_534407,W9ab,HA302[GF]
1122_534409,Wabc,HA315[GF]
1122_534410,R567,HA302[GF]
1122_534411,R567,HC103[GF]
1122_534413,T234,HA314[GF]
1122_534414,F567,NULL
1122_534415,F567,EEB30[GF]
1122_534417,R567,HA315[GF]
1122_534418,R234,HA314[GF]
1122_534420,M56,HA315[GF]
1122_534500,T567,F106A[GF]
1122_534501,T234,YX207[YM]
1122_534502,W234,F106A[GF]
1122_534512,M567,F106A[GF]
1122_534513,R567,F106A[GF]
1122_534514,F567,F106A[GF]
1122_534515,F567,HC101[GF]
1122_534516,R234,F106A[GF]
1122_534600,M34n,F106A[GF]
1122_534601,Wabc,F106A[GF]
1122_534700,M678,HA107[GF]
1122_534701,M678,HA108[GF]
1122_534702,M678,HA109[GF]
1122_534703,M678,HA105[GF]
1122_534704,M678,NULL
1122_534705,M678,HA104[GF]
1122_534706,M678,HA101[GF]
1122_534707,M678,HA102[GF]
1122_534708,W678,HA108[GF]
1122_534709,W34n,HA105[GF]
1122_534710,Tabc,HA105[GF]
1122_534711,F567,HA107[GF]
1122_534712,T678,HA105[GF]
1122_534713,R34n,HA104[GF]
1122_534714,F34,HA108[GF]
1122_534715,S34n,HA105[GF]
1122_534716,W34n,HA107[GF]
1122_534717,T34n,HA105[GF]
1122_534718,T34n,HA107[GF]
1122_534719,W67,HA104[GF]
1122_534720,S34n,NULL
1122_534721,S34n,NULL
1122_534722,S5,HA322[GF]
1122_534723,S5,HA318[GF]
1122_534724,F567,HA105[GF]
1122_534800,M78,HC501[GF]
1122_534801,T234,HC501[GF]
1122_534802,W34,HC501[GF]
1122_534803,R678,HC514[GF]
1122_534804,W56,HC514[GF]
1122_534805,R34,HC512[GF]
1122_534806,T78,HC501[GF]
1122_534807,W789,HC501[GF]
1122_534808,T56,AD027[GF]
1122_534809,M1,HC605[GF]
1122_534810,M56,HC501[GF]
1122_534811,Ma,HC512[GF]
1122_534812,Ta,HC512[GF]
1122_534813,Wa,HC602[GF]
1122_534814,Ra,HC512[GF]
1122_534815,Ta,HC604[GF]
1122_534816,Ma,HC605[GF]
1122_534817,Fb,HC608[GF]
1122_534818,Fb,HC605[GF]
1122_534819,Fb,HC603[GF]
1122_534820,Fb,HC607[GF]
1122_534821,Mn,HC603[GF]
1122_534822,Fb,HC601[GF]
1122_534823,Fb,HC606[GF]
1122_534824,F1,HC603[GF]
1122_534825,Fb,HC616[GF]
1122_534826,Fb,HC613[GF]
1122_534827,U4,HC604[GF]
1122_534828,F56,AD027[GF]
1122_535000,M567,NULL
1122_535100,W56,ED220[GF]
1122_535101,F567,ED303[GF]
1122_535102,M234,EE207[GF]
1122_535103,W789,ED303[GF]
1122_535104,T34n,ED103[GF]
1122_535105,W234,EE207[GF]
1122_535106,T567,EE209[GF]
1122_535107,W234,EE112[GF]
1122_535200,T56,ED116[GF]
1122_535201,T56,ED219[GF]
1122_535202,T56,NULL
1122_535205,R678,ED301[GF]
1122_535206,T2,ED220[GF]
1122_535206,F56,ED116[GF]
1122_535207,T2,ED116[GF]
1122_535207,R34,ED203[GF]
1122_535208,M2,ED101[GF]
1122_535209,W567,ED101[GF]
1122_535209,Wab,NULL
1122_535210,T7,ED301[GF]
1122_535210,F34,ED101[GF]
1122_535211,T34,ED220[GF]
1122_535212,M789,EDB07[GF]
1122_535213,W567,ED201[GF]
1122_535214,R567,ED201[GF]
1122_535215,M34n,ED219[GF]
1122_535216,T7,NULL
1122_535217,M56,ED101[GF]
1122_535217,W78,ED220[GF]
1122_535218,M34,ED201[GF]
1122_535219,T78,ED101[GF]
1122_535220,R678,ED220[GF]
1122_535221,F678,NULL
1122_535222,F234,ED219[GF]
1122_535223,Rabc,EDB06[GF]
1122_535224,W56ab,NULL
1122_535225,W789,ED103[GF]
1122_535226,T34,ED201[GF]
1122_535226,R5,ED101[GF]
1122_535227,W78,ED219[GF]
1122_535227,F56,EDB27[GF]
1122_535228,R34n,NULL
1122_535229,T8,ED220[GF]
1122_535229,R34,ED116[GF]
1122_535230,W234,ED219[GF]
1122_535231,W789,ED203[GF]
1122_535232,T789,ED201[GF]
1122_535233,Fb,ED116[GF]
1122_535234,F678,ED201[GF]
1122_535301,W56,EEB24[GF]
1122_535302,F234,EE623[GF]
1122_535303,R234,EE208[GF]
1122_535304,R567,EE635[GF]
1122_535305,M567,EE207[GF]
1122_535306,R234,EE635[GF]
1122_535307,R234,EE207[GF]
1122_535308,R345,EE118[GF]
1122_535309,M567,EE623[GF]
1122_535310,T567,EE102[GF]
1122_535311,R567,EE209[GF]
1122_535312,T567,EE623[GF]
1122_535313,M234,EE220[GF]
1122_535314,F34n,A301[GF]
1122_535351,W56,ED219[GF]
1122_535352,W56,EDB26[GF]
1122_535353,W234,ED301[GF]
1122_535354,W234,EDB07[GF]
1122_535355,F234,EE112[GF]
1122_535356,T56,ED303[GF]
1122_535356,T7,ED814[GF]
1122_535357,R567,ED103[GF]
1122_535358,Wabc,ED713[GF]
1122_535359,Tabc,ED103[GF]
1122_535360,T234,EDB26[GF]
1122_535361,T567,EDB07[GF]
1122_535362,F567,ED103[GF]
1122_535363,Mabc,ED103[GF]
1122_535364,F567,ED220[GF]
1122_535366,R789,EDB01[GF]
1122_535368,T789,ED303[GF]
1122_535369,M678,ED203[GF]
1122_535370,M234,ED301[GF]
1122_535371,W789,EDB01[GF]
1122_535373,Wabc,ED103[GF]
1122_535400,W567,CY203[GF]
1122_535401,T567,EO103[GF]
1122_535402,R234,CY201[GF]
1122_535404,F56,EO103[GF]
1122_535405,F234,CY203[GF]
1122_535406,W234,EO115[GF]
1122_535407,F234,CY202[GF]
1122_535408,W567,EO115[GF]
1122_535409,T567,CY201[GF]
1122_535410,R567,CY203[GF]
1122_535411,R234,EO115[GF]
1122_535412,Wabc,CY201[GF]
1122_535413,M678,CY201[GF]
1122_535414,Fabc,EO103[GF]
1122_535416,R567,EO103[GF]
1122_535417,M234,CY203[GF]
1122_535418,W567,EO105[GF]
1122_535419,R567,EO105[GF]
1122_535420,F234,CY201[GF]
1122_535421,F234,NULL
1122_535421,F234,YT003[YM]
1122_535422,R234,EO105[GF]
1122_535423,M567,EO115[GF]
1122_535450,W56,ED301[GF]
1122_535500,R234,EC115[GF]
1122_535501,M567,ED302[GF]
1122_535502,M34,ED302[GF]
1122_535502,Rabc,EC220[GF]
1122_535502,Rabc,EC221[GF]
1122_535502,Rabc,EC222[GF]
1122_535503,W34,EC122[GF]
1122_535504,M7,EC122[GF]
1122_535505,M56,ED117[GF]
1122_535507,Rn56,EC114[GF]
1122_535508,Tabc,EC114[GF]
1122_535509,M34,ED117[GF]
1122_535512,R56,CS
1122_535513,M56,ED202[GF]
1122_535514,M34,ED202[GF]
1122_535515,W34n,ED302[GF]
1122_535516,T34,EC115[GF]
1122_535517,M56,ED102[GF]
1122_535518,T567,ED202[GF]
1122_535519,T56,EC315[GF]
1122_535520,R34,EC114[GF]
1122_535520,R34,YL403[YM]
1122_535521,M34,ED102[GF]
1122_535522,M7,ED202[GF]
1122_535523,F34,EC329[GF]
1122_535524,M56,EC016[GF]
1122_535525,R34,EC329[GF]
1122_535526,R567,EC329[GF]
1122_535527,R78,EC114[GF]
1122_535528,Tabc,EC329[GF]
1122_535529,F34,EC115[GF]
1122_535530,M78,EC114[GF]
1122_535531,Wabc,ED117[GF]
1122_535600,W78,ED117[GF]
1122_535602,T34n,ED117[GF]
1122_535603,Rabc,EC114[GF]
1122_535604,T56,ED302[GF]
1122_535605,W34,ED202[GF]
1122_535606,Tabc,EC222[GF]
1122_535608,Rabc,ED117[GF]
1122_535651,T34,EC016[GF]
1122_535652,W34n,EC015[GF]
1122_535653,F567,EC122[GF]
1122_535654,M34n,EC016[GF]
1122_535655,T34,ED102[GF]
1122_535656,Rabc,EC122[GF]
1122_535657,F34,ED302[GF]
1122_535700,W78,EC115[GF]
1122_535702,T56,EC115[GF]
1122_535703,Mz12,EC114[GF]
1122_535900,W567,AB101[GF]
1122_535902,M234,EE106[GF]
1122_535903,M567,EE116[GF]
1122_535904,T567,EE116[GF]
1122_535905,T567,EE117[GF]
1122_535906,W34n,EE231[GF]
1122_535907,R234,EE116[GF]
1122_535908,R567,EE102[GF]
1122_535909,R567,EE105[GF]
1122_535910,F234,EE132[GF]
1122_535911,F567,EE116[GF]
1122_535912,T234,EE116[GF]
1122_535952,S567,NULL
1122_535953,S234,NULL
1122_536070,M234,EE130[GF]
1122_536071,M678,EE230[GF]
1122_536072,Rabc,NULL
1122_536073,W678,EE206[GF]
1122_536074,F34,EE324[GF]
1122_536075,W234,EE324[GF]
1122_536076,Wabc,EE130[GF]
1122_536077,R234,EE205[GF]
1122_536100,Mabc,EE210[GF]
1122_536101,T567,EE106[GF]
1122_536102,M567,EE132[GF]
1122_536103,W234,EE230[GF]
1122_536104,Tabc,EE132[GF]
1122_536105,M234,EE206[GF]
1122_536107,T34,EE210[GF]
1122_536108,M567,EE324[GF]
1122_536109,M567,EE205[GF]
1122_536111,Tabc,EE210[GF]
1122_536112,T234,EE130[GF]
1122_536113,Tabc,CS100[GF]
1122_536114,Wabc,CS100[GF]
1122_536115,W234,EE205[GF]
1122_536116,R78,EEB24[GF]
1122_536117,W567,EE130[GF]
1122_536118,T567,EE205[GF]
1122_536119,T567,EE230[GF]
1122_536120,T234,NULL
1122_536121,W567,EE205[GF]
1122_536200,M234,EB404[GF]
1122_536201,M234,CS
1122_536202,M567,EB415[GF]
1122_536203,M567,EB402[GF]
1122_536204,T234,EB115[GF]
1122_536205,T234,EB403[GF]
1122_536206,T234,EB404[GF]
1122_536207,T567,EB415[GF]
1122_536208,T567,EB404[GF]
1122_536209,T567,EB227[GF]
1122_536210,Wn56,EB117[GF]
1122_536210,Wn56,EB227[GF]
1122_536211,R567,EB227[GF]
1122_536212,W234,EB227[GF]
1122_536213,W234,EB403[GF]
1122_536214,W234,EB404[GF]
1122_536215,R234,EB115[GF]
1122_536216,R567,EB402[GF]
1122_536217,R567,EB108[GF]
1122_536218,Tabc,EB117[GF]
1122_536219,F234,EB404[GF]
1122_536220,R234,EB403[GF]
1122_536221,F234,EB403[GF]
1122_536222,F567,NULL
1122_536224,M567,EB403[GF]
1122_536225,F567,EB227[GF]
1122_536226,R567,EB403[GF]
1122_536227,F567,EB115[GF]
1122_536300,W56,EF104[GF]
1122_536301,T567,NULL
1122_536302,W2,EF202[GF]
1122_536303,W234,EF201[GF]
1122_536304,F567,EF202[GF]
1122_536305,T7,EF201[GF]
1122_536306,T678,EF207[GF]
1122_536307,R567,EF202[GF]
1122_536308,T234,EF207[GF]
1122_536309,M234,NULL
1122_536310,M234,EF207[GF]
1122_536311,M4,EF201[GF]
1122_536312,M67,EF207[GF]
1122_536313,F234,EF207[GF]
1122_536314,W789,EF104[GF]
1122_536315,T567,NULL
1122_536400,R234,EF207[GF]
1122_536450,R234,EV402[GF]
1122_536451,T567,EV407[GF]
1122_536452,W567,EV407[GF]
1122_536454,F234,EV102[GF]
1122_536455,R567,EV402[GF]
1122_536456,W234,EV307[GF]
1122_536457,T234,EV307[GF]
1122_536458,M567,EV307[GF]
1122_536459,M234,EV402[GF]
1122_536600,R56,SC001[GF]
1122_536601,R789,SC160[GF]
1122_536602,T789,SC160[GF]
1122_536603,M567,SC162[GF]
1122_536604,M34,SC158[GF]
1122_536605,M2,SC160[GF]
1122_536606,T234,SC162[GF]
1122_536607,R234,SC162[GF]
1122_536608,F234,SC162[GF]
1122_536609,T56,SC160[GF]
1122_536610,T34,SC259[GF]
1122_536610,W8,SC160[GF]
1122_536611,W789,SC162[GF]
1122_536612,F567,SC162[GF]
1122_536613,M56,SC105[GF]
1122_536700,M34,SA223[GF]
1122_536701,T234,SA223[GF]
1122_536702,M78,SA213[GF]
1122_536703,W34,SA212[GF]
1122_536704,T78,SA213[GF]
1122_536705,T56,SA223[GF]
1122_536706,M34,SA214[GF]
1122_536707,T78,SA214[GF]
1122_536708,R678,SA211[GF]
1122_536709,T789,SA215[GF]
1122_536710,M56,SA223[GF]
1122_536711,F234,SA214[GF]
1122_536750,F234,SA211[GF]
1122_536800,W34,EO701[GF]
1122_536801,W34,SB203[GF]
1122_536802,M34,SB522[GF]
1122_536803,M34,SB201[GF]
1122_536804,F5678,SB210[GF]
1122_536806,M567,SB211[GF]
1122_536807,R3,SB203[GF]
1122_536808,T34,SB202[GF]
1122_536809,T78,SB202[GF]
1122_536810,W234,SB202[GF]
1122_536811,R567,SB203[GF]
1122_536812,M567,SC159[GF]
1122_536813,W234,EO615[GF]
1122_536814,W678,EO615[GF]
1122_536850,F34,SB201[GF]
1122_536851,T567,SB201[GF]
1122_536852,T567,SC159[GF]
1122_536853,R567,SB211[GF]
1122_536854,W567,SC159[GF]
1122_536855,M567,SB522[GF]
1122_536856,T234,SB201[GF]
1122_536857,R567,SB202[GF]
1122_536858,M3456,SB429[GF]
1122_536900,M234,A406[GF]
1122_536901,M567,A406[GF]
1122_536902,T567,A406[GF]
1122_536903,W234,A406[GF]
1122_536904,R567,A406[GF]
1122_536905,F34n,A427[GF]
1122_536906,F567,A407[GF]
1122_536950,M8,SC157[GF]
1122_536951,W8,SC157[GF]
1122_536952,T6,NULL
1122_536953,W34n,NULL
1122_536954,R56,SC157[GF]
1122_536955,M567,SC157[GF]
1122_536956,T234,NULL
1122_536957,R34n,SC157[GF]
1122_536958,M34,SC157[GF]
1122_536959,Tn5,SC157[GF]
1122_537000,M567,M105[GF]
1122_537001,M34n,M301[GF]
1122_537002,M567,M115[GF]
1122_537003,T34n,M205[GF]
1122_537004,T567,M104[GF]
1122_537005,W34n,M301[GF]
1122_537006,W567,M104[GF]
1122_537007,W789,AB102[GF]
1122_537007,W789,YT301[YM]
1122_537008,F678,M205[GF]
1122_537009,W567,M105[GF]
1122_537010,W678,M115[GF]
1122_537011,W678,NULL
1122_537012,Wabc,M105[GF]
1122_537013,R34n,M105[GF]
1122_537015,R34n,M205[GF]
1122_537016,R678,M104[GF]
1122_537017,R567,M205[GF]
1122_537018,F567,M301[GF]
1122_537021,R567,M301[GF]
1122_537150,T234,MB110[GF]
1122_537151,W567,M116[GF]
1122_537152,Tab,MB110[GF]
1122_537153,R567,MB110[GF]
1122_537154,T567,MB110[GF]
1122_537155,Rabc,MB110[GF]
1122_537200,M56,A901[GF]
1122_537201,M56,TB429[BM]
1122_537202,W78,A905[GF]
1122_537203,F56,TB429[BM]
1122_537204,Mabc,A904[GF]
1122_537205,W234,A904[GF]
1122_537206,T789,A904[GF]
1122_537207,R234,A904[GF]
1122_537208,T567,A905[GF]
1122_537209,M789,A904[GF]
1122_537211,F234,TB429[BM]
1122_537212,R234,TB429[BM]
1122_537213,M234,TB429[BM]
1122_537214,M789,TB429[BM]
1122_537215,T567,TB429[BM]
1122_537216,W234,TB429[BM]
1122_537300,R567,TB429[BM]
1122_537301,T234,A905[GF]
1122_537302,W678,TB429[BM]
1122_537400,M56,MB520[GF]
1122_537401,M234,MB520[GF]
1122_537402,M234,MB414[GF]
1122_537403,T234,MB413[GF]
1122_537404,T234,MB506[GF]
1122_537405,T567,MB418[GF]
1122_537406,T678,MB414[GF]
1122_537407,W234,MB405[GF]
1122_537408,W234,MB110[GF]
1122_537409,R234,MB413[GF]
1122_537411,R567,MB418[GF]
1122_537412,F567,MB110[GF]
1122_537600,R56,AB101[GF]
1122_537601,T89a,MB311[GF]
1122_537602,Wabc,MB304[GF]
1122_537603,R234,MB311[GF]
1122_537604,R56,AB101[GF]
1122_537605,R234,MB312[GF]
1122_537606,T234,MB311[GF]
1122_537607,S567,MB311[GF]
1122_537608,M567,MB304[GF]
1122_537609,W34n,MB304[GF]
1122_537610,W567,MB311[GF]
1122_537700,R567,M101[GF]
1122_537701,R234,M
1122_537702,F234,M101[GF]
1122_537703,T567,M101[GF]
1122_537704,M234,M
1122_537705,W1,M102[GF]
1122_537706,F234,M
1122_537707,W567,M
1122_537708,Tabc,M115[GF]
1122_537709,Mabc,M
1122_537710,Tabc,M102[GF]
1122_537711,W89a,M101[GF]
1122_537712,M567,M
1122_537713,R89a,M101[GF]
1122_537714,W234,M102[GF]
1122_537715,F567,M116[GF]
1122_537716,M234,M102[GF]
1122_537717,W789,M102[GF]
1122_537718,Rabc,M115[GF]
1122_537800,W123,A701[GF]
1122_537801,Wabc,A701[GF]
1122_537802,W234,A722[GF]
1122_537803,T234,A722[GF]
1122_537804,W56,A722[GF]
1122_537805,W56,A701[GF]
1122_537806,R234,A701[GF]
1122_537807,M234,A701[GF]
1122_537809,U234,A701[GF]
1122_537810,R567,A701[GF]
1122_537811,W789,A722[GF]
1122_537812,R234,A722[GF]
1122_537813,F234,A701[GF]
1122_537814,Rn56,A722[GF]
1122_537815,Fn56,A722[GF]
1122_537816,T34n,A718[GF]
1122_537817,T567,A701[GF]
1122_537818,Fabc,A701[GF]
1122_537819,W789,A718[GF]
1122_537900,Rz12,NULL
1122_537901,Mz12,NULL
1122_537903,F567,MB1069[GF]
1122_537906,F1,NULL
1122_537907,Sabcd,ES806[GF]
1122_537908,M56,MB1069[GF]
1122_537909,Tz12,NULL
1122_537910,W23,MB1069[GF]
1122_537911,W34,MB1063[GF]
1122_537912,R34,MB1063[GF]
1122_537914,W78,MB1069[GF]
1122_537915,R34,MB1069[GF]
1122_537916,F567,AB101[GF]
1122_537917,Sn5,NULL
1122_537919,Uz12,NULL
1122_537920,U34,NULL
1122_537921,Syz1,NULL
1122_537922,W34n,YL403[YM]
1122_537923,R67,MB1063[GF]
1122_537924,F234,MB1063[GF]
1122_539000,R8,NULL
1122_539001,R567,NULL
1122_539002,W567,NULL
1122_539003,T56,NULL
1122_539004,R234,NULL
1122_539005,F567,NULL
1122_539100,W234,EDB06[GF]
1122_539101,T678,EDB06[GF]
1122_539102,W567,EDB06[GF]
1122_539103,T234,EDB06[GF]
1122_539104,R567,EDB06[GF]
1122_539105,R348,EDB06[GF]
1122_539106,F234,EDB06[GF]
1122_545451,Mz1,EE112[GF]
1122_545452,Mz1,EE113[GF]
1122_545453,Mz1,EE117[GF]
1122_545454,Mz1,EE118[GF]
1122_545455,F567,EE118[GF]
1122_545456,T234,EE118[GF]
1122_545457,T567,EE112[GF]
1122_545458,F567,EE112[GF]
1122_545459,W234,EE102[GF]
1122_545460,T567,EE118[GF]
1122_545461,R567,EE117[GF]
1122_545462,T234,EE112[GF]
1122_545463,R234,EDB01[GF]
1122_545464,W56,EE105[GF]
1122_545465,R234,EE112[GF]
1122_545466,R567,EE113[GF]
1122_545501,R56,ED302[GF]
1122_547100,F78,TB429[BM]
1122_547700,W56,M102[GF]
1122_547701,W56,NULL
1122_547702,M567,M102[GF]
1122_547900,U56,NULL
1122_547901,Wy,NULL
1122_557605,Tabc,MB304[GF]
1122_557807,U56789a,A701[GF]
1122_557901,Mab,TA505[BM]
1122_557903,Mab,NULL
1122_557904,Mabc,MB1069[GF]
1122_557906,Rabc,TA505[BM]
1122_557907,Tabc,MB1069[GF]
1122_557908,Wab,MB1063[GF]
1122_557910,Wab,A103[GF]
1122_557911,Wabc,MB1069[GF]
1122_557912,R567,MB1069[GF]
1122_557916,Rabc,MB1063[GF]
1122_557917,Rabc,EE209[GF]
1122_557918,F234,MB1069[GF]
1122_557919,Fab,MB1069[GF]
1122_557923,F567,ES806[GF]
1122_557927,S678,MB1069[GF]
1122_557927,S678,TA505[BM]
1122_557929,T567,MB1069[GF]
1122_557930,Tabc,MB1063[GF]
1122_561000,W78,YT206[YM]
1122_561001,R34,A316[GF]
1122_561002,M56,A503[GF]
1122_561003,W34,A503[GF]
1122_561004,W56,A503[GF]
1122_561005,F34,A503[GF]
1122_561006,F56,A503[GF]
1122_561007,M12,A202[GF]
1122_561008,M34,A202[GF]
1122_561009,F56,A102[GF]
1122_561010,F78,A102[GF]
1122_561011,W34,CS
1122_561012,W56,CS
1122_561013,T34,A102[GF]
1122_561014,T56,A102[GF]
1122_561015,R34,A102[GF]
1122_561016,R56,A102[GF]
1122_561017,T56,A205[GF]
1122_561018,M56,HC512[GF]
1122_561019,W34,A401[GF]
1122_561020,W56,A202[GF]
1122_561021,W567,A204[GF]
1122_561022,T12,YX502[YM]
1122_561023,T34,YX502[YM]
1122_561024,R12,YX502[YM]
1122_561025,R34,YX502[YM]
1122_561026,W34,HC101[GF]
1122_561027,R789,A102[GF]
1122_561027,R789,YT301[YM]
1122_561028,T34,A401[GF]
1122_561029,T56,A401[GF]
1122_561030,W34,A204[GF]
1122_561031,W56,A401[GF]
1122_561032,R34,A310[GF]
1122_561033,W56,A205[GF]
1122_561034,W34,A205[GF]
1122_561035,M56,A102[GF]
1122_561036,W34,A102[GF]
1122_561037,W56,Lib
1122_561038,R34,A503[GF]
1122_561039,R678,A503[GF]
1122_561040,F34,A204[GF]
1122_561041,F56,A204[GF]
1122_561042,W567,M101[GF]
1122_561043,M567,A103[GF]
1122_561044,T78,A103[GF]
1122_561045,T34,A103[GF]
1122_561046,M56,A204[GF]
1122_561047,F34,F110[GF]
1122_561048,F67,A202[GF]
1122_561049,F89,A202[GF]
1122_561050,R34n,A205[GF]
1122_561051,R78,A205[GF]
1122_561052,F34,A205[GF]
1122_561053,T78,A205[GF]
1122_561054,F12,CS
1122_561055,F34,CS
1122_561056,T34,A202[GF]
1122_561058,R34,A202[GF]
1122_561059,R78,A202[GF]
1122_561060,T34,A302[GF]
1122_561061,R34,A309[GF]
1122_561062,T34,A205[GF]
1122_561063,T34,YX501[YM]
1122_561064,R34,A401[GF]
1122_561066,R34,A204[GF]
1122_561067,R56,A204[GF]
1122_561068,W12,A202[GF]
1122_561069,W34,A202[GF]
1122_561070,M34,A205[GF]
1122_561071,M56,A205[GF]
1122_561072,R34,EE210[GF]
1122_561073,F567,A205[GF]
1122_561074,Tab,A205[GF]
1122_561075,T34,HC103[GF]
1122_561076,T34,YX503[YM]
1122_561077,R34,A103[GF]
1122_561078,R56,A103[GF]
1122_561079,T56,A202[GF]
1122_561080,M78,Lib
1122_561082,R56,HC101[GF]
1122_561083,T56,A204[GF]
1122_561084,R56,A401[GF]
1122_561085,F567,F207[GF]
1122_561086,T34,A204[GF]
1122_561087,T78,A202[GF]
1122_561500,M78,A202[GF]
1122_561501,T89,A901[GF]
1122_561502,M78,ED117[GF]
1122_562000,M78,HC101[GF]
1122_562001,T12,A505[GF]
1122_562003,W34,A502[GF]
1122_562004,F12,A502[GF]
1122_562005,F34,A502[GF]
1122_562006,F34,A402[GF]
1122_562007,M56,A501[GF]
1122_562008,M78,A501[GF]
1122_562009,W12,A405[GF]
1122_562010,R34,A307[GF]
1122_562011,T34,A503[GF]
1122_562012,T78,A405[GF]
1122_562013,W34,A307[GF]
1122_562014,W34,A310[GF]
1122_562015,W56,A501[GF]
1122_562016,W56,A307[GF]
1122_562017,R56,A402[GF]
1122_562018,M78,A405[GF]
1122_562019,T12,A405[GF]
1122_562020,T34,A405[GF]
1122_562021,W34,A309[GF]
